x-axis,1,2
second,Volt,Volt
-9.9800E-03,,
-9.9700E-03,,
-9.9600E-03,+15.4773871E+00,-7.2361810E+00
-9.9500E-03,+15.2763820E+00,-6.7839197E+00
-9.9400E-03,+14.8994976E+00,-6.3819096E+00
-9.9300E-03,+14.6733669E+00,-5.6783920E+00
-9.9200E-03,+14.4723619E+00,-5.5778895E+00
-9.9100E-03,+14.2462313E+00,-4.8241206E+00
-9.9000E-03,+14.0703519E+00,-4.4221106E+00
-9.8900E-03,+13.8693468E+00,-4.0703518E+00
-9.8800E-03,+13.6432162E+00,-3.2663317E+00
-9.8700E-03,+13.4673368E+00,-3.2160804E+00
-9.8600E-03,+13.2663318E+00,-2.8140704E+00
-9.8500E-03,+13.0653267E+00,-2.7638191E+00
-9.8400E-03,+12.8643217E+00,-2.3618091E+00
-9.8300E-03,+12.6633167E+00,-1.9597990E+00
-9.8200E-03,+12.4623117E+00,-1.6080402E+00
-9.8100E-03,+12.2864323E+00,-1.2060302E+00
-9.8000E-03,+12.0854272E+00,-804.0201E-03
-9.7900E-03,+12.0854272E+00,-804.0201E-03
-9.7800E-03,+11.8592966E+00,-452.2613E-03
-9.7700E-03,+11.6834172E+00,+0.0E+00
-9.7600E-03,+11.6582915E+00,+0.0E+00
-9.7500E-03,+11.4572865E+00,+402.0101E-03
-9.7400E-03,+11.2814071E+00,+402.0101E-03
-9.7300E-03,+11.2562815E+00,+804.0201E-03
-9.7200E-03,+11.2562815E+00,+1.1557789E+00
-9.7100E-03,+11.0301508E+00,+1.2060302E+00
-9.7000E-03,+11.0301508E+00,+1.5577890E+00
-9.6900E-03,+10.8542714E+00,+1.6080402E+00
-9.6800E-03,+10.8291458E+00,+1.9597990E+00
-9.6700E-03,+10.6532664E+00,+2.0100503E+00
-9.6600E-03,+10.4522614E+00,+2.0603015E+00
-9.6500E-03,+10.4522614E+00,+2.3618091E+00
-9.6400E-03,+10.2512564E+00,+2.4623116E+00
-9.6300E-03,+10.2512564E+00,+2.8140704E+00
-9.6200E-03,+10.0753770E+00,+2.8140704E+00
-9.6100E-03,+10.0502513E+00,+2.8643216E+00
-9.6000E-03,+10.0251257E+00,+2.8643216E+00
-9.5900E-03,+10.0753770E+00,+3.2160804E+00
-9.5800E-03,+9.8743719E+00,+3.2663317E+00
-9.5700E-03,+9.8743719E+00,+3.5678392E+00
-9.5600E-03,+9.8492463E+00,+3.9698493E+00
-9.5500E-03,+9.8241207E+00,+3.6683417E+00
-9.5400E-03,+9.6482413E+00,+4.0201005E+00
